Employee ID,Job Title,Years in Role,Performance Rating,Promotion,Satisfaction Level,Job Stability,Salary Growth Rate
d1b3abd6-dd32-47a8-9450-db91d5e0efe2,Software Engineer,8,8,Yes,1,Yes,8.624545802864972
dfb82875-28b7-42a4-9688-b3c65486f86f,HR Specialist,5,5,No,10,Yes,7.6554190615498765
fb020112-57df-41c7-9f91-1db84ca6aa3e,Marketing Manager,9,7,No,2,Yes,5.596796873091278
9d10bf12-b25b-4559-bd23-9504c7fdc4df,Marketing Manager,7,6,No,9,No,18.864027486638523
0d54d7de-6118-4e2d-9bfb-aa6746d35b1a,Product Manager,8,6,Yes,1,Yes,17.25573652339716
e4d6063d-060d-4b7f-bc4d-373fd79d5439,Marketing Manager,7,8,No,10,Yes,14.747592589422437
1a7503a6-d413-41e4-b869-995f520214c7,Product Manager,2,5,Yes,2,No,14.520278097972687
50f15c19-26e2-4123-b53b-ab8e56965b55,Data Scientist,6,1,No,1,Yes,8.65964230747393
39b0aaa9-7356-4d97-9de1-a74432cc9820,HR Specialist,2,2,No,7,Yes,7.390591697988597
3e37ed2a-468b-4082-922c-94f0c7a9a8a3,Software Engineer,3,4,No,2,No,12.480777555412825
4fc1eff1-dc1f-4762-b325-d120fff1fd46,HR Specialist,5,6,Yes,7,Yes,13.123573405082546
df6b199e-3d61-41ab-b6f5-fd6d52ae85d5,HR Specialist,5,8,No,8,No,6.065231079409649
2ce0377f-1f4c-4ea8-b507-19b9a793e06f,Product Manager,8,2,No,6,Yes,8.852995589785216
6f5a0c06-a140-4d34-8c86-a7a9178ad383,Software Engineer,6,6,No,8,Yes,18.59731894365317
71a6ed12-2630-46d3-a3ad-76f9ef1a75ed,Data Scientist,1,6,Yes,7,Yes,9.088033779564798
e5ec3f38-d1e5-4937-ba4e-5aca6cb816bd,Marketing Manager,9,2,No,7,Yes,19.2911264358641
0ee4f133-6754-47ff-a178-386f4bda999d,HR Specialist,4,3,No,7,Yes,16.334305145151482
b5879de6-646b-44d8-98e2-fcd71373c5fc,HR Specialist,8,8,No,10,No,14.260483450524035
8613e1ee-4bae-43cd-bfb5-039a36b2369b,HR Specialist,10,4,No,6,Yes,10.012128356483679
866a8f0b-7c13-4bd2-91b1-0d1e5b4d7aeb,Marketing Manager,6,3,No,6,No,5.888272199164099
31e7b32a-1c4b-498d-9a0b-ce74ce4e784d,Marketing Manager,9,2,Yes,10,Yes,16.918836406651568
382e40c9-9a6f-4e32-ab93-588ed4565a43,HR Specialist,2,2,No,3,Yes,6.255224070117951
0dad0ed2-46e7-4ff3-b813-4ee88b6fef36,Data Scientist,10,2,No,7,No,5.352474752405982
be22e5a0-484e-453e-a613-2a5c8c55e79c,Data Scientist,4,9,No,10,Yes,12.566211717845642
4d02c6af-9a8c-4b3d-a229-6db936d20b3f,HR Specialist,10,5,Yes,5,Yes,10.076319384397056
c5ab7652-a36f-4078-8e1f-6abb29cdfd41,Marketing Manager,3,1,No,1,Yes,17.308162131673555
ea2c4b59-33b9-477a-92ad-e0108c9bf618,Software Engineer,1,6,No,9,No,6.533116925035855
5b7ca44d-f24a-43a8-88e6-5088f82e5414,Software Engineer,7,8,Yes,7,No,12.369272898568587
90c8e58a-e931-4bd6-a9dc-74dfb5bd1a1a,HR Specialist,4,8,No,4,Yes,19.651432999731263
f2d7e7e0-78d7-4131-800e-fcf6f78b555d,Marketing Manager,7,8,No,3,Yes,17.85808839849072
e4a12366-7a2c-4b4c-b0c8-2f90a2f04293,Product Manager,6,10,No,4,Yes,5.184163592370858
086bd60e-9071-4881-add6-301f5ea02a4c,Product Manager,2,7,No,3,No,11.166493502559163
8d5a6597-c0f7-4626-bcf4-e0ee8d9a4385,Product Manager,3,6,No,4,Yes,6.489936030415383
8fcd890c-76d4-4035-9e00-6bc32f074d88,Software Engineer,7,7,No,6,No,19.326258262732814
39c0f73b-1b99-439a-b3e5-acb809f1719a,Software Engineer,1,3,Yes,4,Yes,5.0222607909182635
b79b0523-b22b-421d-86eb-4c4ea8d97411,Marketing Manager,6,4,No,3,No,11.989234279716616
d69a5fe3-17a6-486e-88a7-db830c0b285f,Data Scientist,2,8,No,6,No,6.60899174844893
d7c6db64-a6f7-47e0-841c-0260e6677868,Software Engineer,7,9,No,6,No,16.00893898433324
fa0a85ff-7c24-4285-a7a8-7a21aeee084c,Software Engineer,7,3,No,8,Yes,5.541525449026698
e29efd40-9201-49a9-8326-fe573f8d3c4a,Data Scientist,10,1,No,3,Yes,16.9023712842517
52bc7e52-728a-42d9-b6a3-e65537965dfe,Data Scientist,1,6,No,4,Yes,10.085512276349572
3cd35c3e-053a-4748-a8aa-6a123ecdd262,Product Manager,1,2,Yes,7,Yes,12.627682351989996
c640f826-89c5-4f91-98b8-da8de23ee3bf,Marketing Manager,4,8,No,7,No,18.138096065130615
9adb9c7f-b884-4853-b1b9-bc183ea3f06f,Product Manager,7,5,Yes,7,No,18.85157486741658
6208e871-8577-43b8-ab80-89a5a4dcc7bb,Software Engineer,2,7,No,8,No,15.1324953080745
54e7dbc0-9e93-439b-9887-f1bd0d916b43,Software Engineer,3,4,Yes,8,Yes,15.010261018772676
2342dc5f-e56f-466a-ba70-63b627abe435,HR Specialist,5,5,No,6,No,10.001640359143092
678f9372-92b9-4350-86b5-6289894f2bb8,Software Engineer,10,1,Yes,7,No,15.577275557841512
74107011-fd68-45dc-9b56-41d7f708b16c,Data Scientist,7,7,No,5,No,8.507867436244346
139e9ada-59b1-4186-ba47-d6cdde6047ac,HR Specialist,10,10,Yes,5,Yes,8.348498320589739
bc65ec77-e252-4829-ae16-4d14c14a850f,Marketing Manager,7,6,Yes,3,No,19.958482978758614
fad9a5ee-1c3e-4e63-9a1d-82c444a545bb,Marketing Manager,3,3,No,5,Yes,10.510180335985535
7c9a17b5-8764-4b83-aa42-626894d2b5c9,HR Specialist,3,6,No,4,No,7.1134753776557815
586938b1-cf1b-4dc4-bdc7-55e4f928791b,Product Manager,10,5,No,9,No,10.312331006856628
0ab612fc-107e-4f48-838a-887729d5127b,Software Engineer,10,7,No,6,No,15.851720269519399
e8480d1b-cdd5-4cce-b6d3-49abea854d8a,Product Manager,4,2,No,1,Yes,9.462497416227333
0c414b8b-5b8e-4703-88dd-c5c389016bc1,Software Engineer,10,10,No,9,No,11.436147360072477
a0e34e3f-529c-481f-8037-2acdf983a15a,Product Manager,2,5,No,1,No,15.38801102823624
0553d507-89b6-4d78-83df-6a7d42c582e1,HR Specialist,4,7,No,10,No,6.672900625153804
c030bb79-797e-462a-9f5d-22bee8e311f1,Product Manager,6,5,No,3,Yes,19.321844173853982
5c05f51d-f62c-4f1f-85f7-71b70a1a87cf,HR Specialist,7,3,No,5,Yes,19.37494038764804
13478630-b3a2-4300-ab20-2e1f9b9d03e3,HR Specialist,3,10,No,5,Yes,9.092919394445609
328f5078-63cf-444a-a3b0-be2f303eb2fa,Product Manager,4,3,Yes,6,No,10.675538488782138
dc16be17-5565-4ec1-85ef-83fd581c8d3c,HR Specialist,1,10,No,4,Yes,19.49235857015536
a9ac8a31-922d-4336-b2a7-488747c08fc1,HR Specialist,9,9,No,7,Yes,18.72387005922647
a473dbd0-eec8-429e-8509-20097f37c28b,Product Manager,4,2,No,4,No,7.147397411182304
f33146ce-7f9a-40da-8163-9fa943d5f0b4,Product Manager,7,2,No,2,No,12.165532335234168
e11cb55f-d9ec-4b6e-8221-93fb49a92691,Software Engineer,9,4,No,3,No,18.967493076962317
115ebfbc-ee08-4f79-b392-17d30499641d,Data Scientist,2,10,No,1,Yes,8.026297525296531
52c83d2a-5e46-421e-8abb-d01e7e90cdf0,Marketing Manager,7,6,No,10,Yes,17.31647775985936
b11d154a-9617-426b-8b87-5f96936e8029,Marketing Manager,4,3,Yes,6,Yes,11.290591124786154
3c201643-833d-410e-9100-a829df141c2a,Marketing Manager,3,4,Yes,10,No,13.712083889068714
de5c467c-0a53-4abd-a531-e2ea0b6bf7ee,Software Engineer,8,8,Yes,10,Yes,18.750319895502855
09e92386-1c61-44e6-8ad6-162f1fac1452,Product Manager,8,8,No,3,No,17.697416344598984
4f498e28-046f-4a10-8b7b-216e1dfb3e33,Software Engineer,10,9,Yes,8,Yes,19.641779892266577
aa5b05d5-0433-4dea-a547-73e2098a57da,HR Specialist,7,1,No,10,Yes,12.041981358834395
a1df819f-9b65-452d-afd7-28216a8e6538,HR Specialist,4,5,No,1,No,5.56310165563353
3fa4e932-6b14-420f-88ad-3821e2f3fa21,Data Scientist,1,7,No,3,Yes,17.949016780090158
5796a0a3-0bc5-4c07-814a-252eddbfbc01,HR Specialist,5,1,Yes,2,No,13.79942290366182
f0e0a244-3434-492e-875d-5f979c349550,Product Manager,2,5,Yes,9,No,6.159422752924936
4c5f2723-3748-4d29-b9d6-5627ef0aa16b,HR Specialist,3,7,Yes,2,Yes,6.37423709245587
bb8b5b92-b587-4f9a-a745-c9e7960113a1,Product Manager,4,9,No,8,No,14.002835453389533
855be512-1b25-4805-91cc-509c2a062514,Software Engineer,2,2,Yes,8,Yes,8.12880334863146
ebf5ecca-b157-4a47-be01-af378a0a02a6,Marketing Manager,5,1,No,9,Yes,17.2107945378456
ac946be6-0ea6-4126-8dcf-72f8d0219cd3,HR Specialist,9,5,Yes,9,No,15.000730468051275
1dab5a18-ce51-4600-8f43-6bdd793932b3,HR Specialist,7,6,No,9,Yes,7.72456606567216
a6f72170-e74e-4c90-846e-7dc58f717821,Product Manager,6,5,No,9,No,6.25276344009582
be5a8a96-c319-4410-92af-413681579169,HR Specialist,1,7,Yes,1,Yes,16.15714780878404
8d455619-606e-4d49-a6de-e3593119cf2d,Data Scientist,4,5,No,2,Yes,14.91589005006482
20c13cc3-cf4d-4488-956d-0d60f6a0397c,HR Specialist,6,4,Yes,7,No,5.0342824429582675
0d111790-d85e-463a-8261-ea0c7460bd02,Marketing Manager,2,4,No,8,No,11.006897779912
6623a7f8-c8b5-4d3a-a9ed-7bb227edd49d,Data Scientist,8,6,Yes,4,No,10.110350209707194
adb2ae10-16e0-4b33-a245-e07d3a7a8aef,HR Specialist,4,7,Yes,3,No,14.618171631215079
014ba8a0-b1a2-4e2d-adb1-234832e670bc,Software Engineer,5,5,No,4,Yes,10.348034648267163
a99aeb21-c7d2-4378-953a-2555dede3129,Product Manager,10,1,No,7,No,17.206829150710266
16dbaa9a-c633-4264-97f1-53ddde94a324,Data Scientist,3,1,No,4,No,7.750340034171427
6dc3f5b1-eb70-414e-b620-c5edf7c29bde,Product Manager,6,9,No,7,No,8.652657687128436
ec26f5e5-b4d1-4f34-b9bc-e1ce515eee6e,Marketing Manager,9,3,No,10,Yes,17.13014200718343
07aef906-ed88-45fe-8449-8732727d0cbf,Marketing Manager,10,6,No,3,No,15.321244314624355
cfd24ae3-5a4b-4546-9e5a-0478c2b8e907,HR Specialist,5,3,No,7,Yes,12.271391860347851
f9517fb6-e8ad-49b6-895e-bd49dc36532a,Software Engineer,7,9,No,2,Yes,8.995568887524772
2124a49c-4fc1-4000-848a-ff02113de848,Product Manager,4,2,Yes,4,Yes,11.967057764997609
208efcb3-a0ad-4b91-afb4-90fe78bc1162,HR Specialist,1,4,No,10,Yes,10.966810163684848
45167862-e557-4be3-98ba-dbdd6edd7bd4,Data Scientist,9,1,Yes,6,Yes,16.124368174270025
01a8bc5b-5124-4215-9ed5-b7c889d0da3c,Product Manager,2,3,No,9,No,5.335576058745241
c4b30524-52be-42cc-831d-025440ea8e10,Software Engineer,4,10,Yes,10,Yes,11.406750066146536
3dc5adce-2222-47aa-be62-b05c5dec9ad3,Data Scientist,6,10,No,9,No,10.57630936523564
ea3dfe84-16a5-4a11-aac7-02be7c0eb06d,Product Manager,5,1,No,5,No,10.699606575381672
b86080ee-a8ce-43d2-b963-2a3693a2ce0b,Data Scientist,5,8,No,10,No,19.227711315596675
4665e143-1259-4695-950b-ce0b1d52fb7a,HR Specialist,10,6,No,1,Yes,6.286928346229168
92c497df-4ff6-47dc-9b41-bb43e00fbbd3,Software Engineer,1,3,No,7,Yes,6.944288298143687
af9b0892-4d9d-44c8-81e2-92b9b7d6376f,Data Scientist,6,4,Yes,4,No,6.550544914179067
9daca48b-4b84-479b-9f02-c27f5bff55c9,HR Specialist,9,4,No,3,No,7.975777170156103
943cc0b2-e4aa-4bdd-98cf-b25c96fd0670,Product Manager,9,9,No,6,Yes,9.712490329712196
b445fb6c-f09e-4356-a87c-6e4d25f83c35,Software Engineer,3,1,Yes,4,Yes,5.398585788639597
754f6389-c584-4165-9014-933f5e216b42,HR Specialist,4,5,No,4,No,7.4879507035535
9af8170d-de06-4de8-a27b-f80caf426c28,Product Manager,6,9,No,9,No,10.507039863786979
34eb027a-a3e1-43fb-b347-a8f0505b4f37,Software Engineer,2,5,No,9,Yes,10.465047794482324
fe72678e-5c0b-48b4-a854-f5eb93003d86,Product Manager,8,5,Yes,7,Yes,17.853092250697877
8ab8db4f-782e-45e2-be07-7b6ba76e139f,HR Specialist,6,9,No,9,No,12.564013416291944
7e2e4ac3-4a53-407f-b661-143c229a6edd,Product Manager,7,3,Yes,6,Yes,8.53523715384845
5fe5455b-8af6-4a1b-9d97-05ddefdba59f,Product Manager,2,4,No,10,No,19.515040608943792
fcc45e14-5638-4963-892d-356bf813d2e1,Data Scientist,3,6,No,8,No,9.889975537565387
f57d740d-8509-45fe-8bd7-8a282fb605f1,Data Scientist,7,3,Yes,9,No,5.905466523534457
57262cfe-4e97-4773-9786-c1a30a320681,Marketing Manager,9,8,No,8,Yes,7.273037685500258
77a2f1d2-3d8b-4537-a5a9-4d1d360a30f0,Marketing Manager,1,7,Yes,4,Yes,19.058785502481626
53014670-7bfe-48c6-8a22-efe0112d246d,Marketing Manager,2,5,No,5,Yes,14.253638641440368
7584dc51-3338-4e47-9859-338e8fcae0f3,HR Specialist,6,10,Yes,10,No,9.481848755368322
764627eb-e05b-46b0-8871-14b401eb24c2,HR Specialist,2,7,Yes,1,No,9.543132918960971
745e259d-83a1-4802-9efa-a3b3b4a491a5,Data Scientist,8,2,No,2,Yes,19.536068591529805
6fdc34a8-c888-4c26-b518-7701c6342ab5,HR Specialist,7,6,No,8,Yes,14.604139197964141
cd6b38e8-eaac-4e61-814e-7eac0cf68e9d,Data Scientist,2,2,No,3,No,12.545237003897602
b51b74cd-9e9b-4d75-933a-4e6d0bc0e4d5,HR Specialist,7,7,No,2,Yes,17.248777295019828
d6cc07ff-1b17-439f-b518-e32c1d63e1da,Software Engineer,10,5,No,6,No,17.504144200366998
25305db4-1c90-4953-bd15-8379ab1d0de1,Software Engineer,7,7,Yes,9,No,6.749303836509526
f8347ad6-2839-4081-9b03-3ebd0061f3e6,Marketing Manager,7,3,No,2,No,18.332226056518415
ef5096b7-9f1c-46db-89c9-34d3fd344c8c,HR Specialist,3,10,Yes,9,No,15.242957772165735
a11449b2-63d6-4c57-b4ad-aa922da1745c,HR Specialist,6,5,No,7,Yes,12.38071991165859
125443d2-8100-446f-8160-c956912a38e8,Marketing Manager,10,2,No,3,Yes,11.363727439214522
69399bb3-a9e9-4078-9ae4-64636cfb099a,Product Manager,8,9,No,10,Yes,13.11228740937983
59a1b71d-9818-4fd8-ba0f-e1fdffd9b06e,Software Engineer,10,10,No,4,Yes,10.595429501518538
5e6cbb1c-c8f9-485b-9b8c-3e7119b4e44f,HR Specialist,8,8,Yes,7,No,10.959368279091494
8862a99c-a3a7-4b7a-8f0f-14a591dbb6fa,Software Engineer,4,7,Yes,7,Yes,18.18616671771072
20e515e1-12ce-4de0-812b-c2a36997897a,Software Engineer,7,2,No,8,Yes,19.617462471985704
e0dd0e8f-5fc6-4e32-810f-6c3ca7946187,Product Manager,10,8,Yes,1,No,8.261052209744177
78a75f96-d91a-49e6-acd7-5f21e3146261,Product Manager,8,7,No,2,Yes,13.254586228432167
03b71a0d-5243-439d-a74e-348ff48aadca,HR Specialist,4,8,No,1,Yes,15.898981238286625
9a9d0457-1296-45d8-b01c-fcc1e488004a,Software Engineer,2,10,No,3,Yes,13.291919310798978
5d3473df-0e37-4f40-960b-7a8e844fc37f,HR Specialist,4,9,Yes,3,Yes,11.077807175721007
878157d8-0c2f-443a-993a-57a447439f03,Software Engineer,7,4,No,6,Yes,15.140905655915656
792b3760-8f4f-42eb-a3bd-522d23ed58b0,Software Engineer,7,3,No,4,No,17.4621357709792
dd14e108-9be6-4797-80a6-1cfdf4f57173,HR Specialist,7,6,No,6,Yes,12.979204004909132
54b6f0ea-9e8f-4826-9a2b-cf1571f3431d,Marketing Manager,3,6,No,10,Yes,8.352271820084315
5e15671d-5186-4233-8481-245f87ac25ad,Marketing Manager,2,2,No,5,No,11.946193157310057
79b380d8-fa4e-4a81-ad1d-a888e35f2cdf,Data Scientist,8,3,No,2,No,5.262250788475779
4699548b-f040-4ac6-91df-9e4b19b18483,Software Engineer,1,5,No,5,No,13.574830743877818
fd11a90d-95d5-4f3f-9cdc-58d803697d36,Product Manager,2,1,Yes,2,Yes,17.92441026636859
5b99c3aa-1e74-483b-93c3-1620c433dc20,Product Manager,1,2,No,7,No,19.265765714148948
cee55b2d-e953-4de8-831d-80661fd29cb3,HR Specialist,9,3,No,3,No,17.402737381825837
21c8318f-5dfe-4f0d-976b-e3474511a338,Marketing Manager,7,8,Yes,8,No,6.897175866220639
78ecf655-2b73-4c37-ba2c-6281bbc1390f,Software Engineer,10,3,No,5,Yes,15.346285567729002
5ba56c69-4849-41a7-871d-67e571f80115,Software Engineer,4,9,No,5,No,7.709992443013891
be09b952-fddd-4522-8680-70fa2f10b3b5,Marketing Manager,10,9,No,7,Yes,14.111666496935733
98bb1280-6821-40ac-af85-444ec8f0abd1,Marketing Manager,6,9,No,2,Yes,14.289225246077253
5c4c4114-e6ec-4e92-ae71-094cc38500b9,Marketing Manager,10,6,Yes,7,No,5.161449563044432
f7ee0c08-68a2-4c4d-a703-d8b1869e847d,Marketing Manager,9,3,No,6,No,14.378193494479861
65bd8f80-d438-4edd-8b58-9cee931c9c73,Product Manager,2,8,No,4,Yes,17.825754679939067
3a5a6540-aaf2-4ff0-9e00-7018d53f44b4,Software Engineer,2,3,No,3,Yes,16.43888040298092
700dd90c-1427-4cd7-81da-92ed1d4adea6,HR Specialist,4,5,No,7,Yes,15.397835127378645
71ba3074-40b5-4c25-9f9a-7c67514e5ee1,Software Engineer,10,2,No,8,No,7.881477915536924
5c55b51e-e494-4dac-95cd-95eb25d8e3d9,Software Engineer,6,3,No,5,No,7.048001859969254
f9a9aa9c-19eb-43e6-af0f-4b95d9d7544b,Marketing Manager,10,10,No,4,No,6.2785508544383495
7edc2596-ec7d-4c00-ad6c-84cafeb4b4cf,Software Engineer,5,1,No,7,No,12.578213557618263
a4dd024d-dffa-4fce-af4e-1a92bad18a91,Marketing Manager,7,7,No,9,No,8.746107493614339
b5b08e36-2812-4df1-b7ef-3febecca24e8,Product Manager,7,6,Yes,4,No,19.269282260113286
83319fae-34c9-4628-8e68-2e8e7f5dcd59,Product Manager,5,3,Yes,10,No,16.794000620750886
aa6e2ecb-1c22-40c9-bee4-d6df56cd80a2,Product Manager,8,3,No,2,Yes,19.520247974868433
93f70522-2cd3-499d-94de-c3c8fe78b78f,Product Manager,4,4,No,3,No,9.037231726192584
d0beef87-148a-4855-a87f-851c52a8722d,Software Engineer,7,6,No,8,No,16.550472749712686
0fa0db38-4bf0-4b84-969e-a39c53072344,Data Scientist,10,5,No,2,No,5.131097196102494
4d3f7512-7a25-44ec-a508-eeb13c10a4c9,Data Scientist,7,2,No,3,No,8.019835531535737
81baba03-066f-4730-9fca-bfb51181fcf5,Data Scientist,2,7,No,6,Yes,13.958688905370815
70fd2cd6-1b47-43cb-8d78-f9c1eaabb040,Product Manager,5,1,Yes,7,No,12.597205147489245
0a96f217-b1eb-4303-a025-a52d677204e5,Marketing Manager,8,6,Yes,1,Yes,6.805057197627873
4a465aff-0ae4-4f55-824b-b31f6502eec5,Marketing Manager,8,10,Yes,6,Yes,12.05073134005751
15007052-5d15-409c-b2a3-bc8cfa76be46,Software Engineer,5,6,Yes,7,No,9.362397616968629
58576adf-36d2-4cd0-9bc6-153866e6d4e5,HR Specialist,3,3,No,6,No,14.438656268728828
cec396a1-17cb-40ee-98af-632134390a7c,Marketing Manager,6,7,Yes,3,No,14.309317721278894
3a54ae9d-2fe1-4623-8c3b-10096d6a668c,Software Engineer,5,2,Yes,6,Yes,7.5370000237024355
a9fa0c8f-f1ba-4d5a-b974-cf072f704f9e,HR Specialist,4,2,No,3,Yes,6.900459358564408
42ad6417-56d1-4ed4-a9ee-309f13d222fe,Data Scientist,8,7,No,10,No,9.30889629592377
22f31bac-53c1-4063-b8c5-9f845958acd9,Software Engineer,9,6,Yes,9,No,14.045184298406674
492c487b-04fa-4187-a596-31a07692918c,HR Specialist,8,10,No,7,No,12.209165827875292
27a4efaf-9e2c-48e2-b35f-a2ec72098f19,Software Engineer,1,3,No,7,No,5.684826443417134
74ccd005-7ca6-4e20-aef7-20d96801fc9c,HR Specialist,8,10,No,9,Yes,15.467472857429387
dd6bfc7a-0ac2-4ec4-a63a-0375ef34800c,Product Manager,2,10,No,7,No,6.105035685239012
9ea11298-b9cf-42f9-907a-3de157bd0ac2,HR Specialist,9,10,No,2,No,15.569980946614507
a28a3e51-5e87-4a98-8c5c-984a93c6ef93,Marketing Manager,9,7,No,5,No,17.563873982794306
13c6ed17-f294-4c30-8886-e3fd6a1d81cd,Data Scientist,7,5,No,7,No,6.53681939012804
9a6d368b-c585-47c1-ae91-578e57b6e730,Data Scientist,3,3,Yes,10,No,5.676194981123184
7a1fcb36-95bd-4c0e-ad43-3f78604d0751,HR Specialist,6,3,Yes,6,Yes,15.606992667338647
2a812662-9330-4948-b7dd-9ea2d35e232f,Marketing Manager,1,1,Yes,6,No,7.152955084635858
59c75aac-c440-4e61-adac-425adfb52dec,Data Scientist,10,7,No,4,Yes,12.775710647418395
4f57456a-9e61-4939-86cd-6d88fd05d28f,Software Engineer,1,9,No,5,Yes,5.076218642716647
1ffd05c0-9f92-46de-91e6-048eeef05d32,Data Scientist,8,10,No,2,No,5.927571661960184
d45b942b-1544-439d-b118-16b76497b707,HR Specialist,6,1,No,2,No,5.654688017607932
3a44055a-cd5d-4811-8834-d56b2f855503,Marketing Manager,9,3,No,9,Yes,17.62361970408405
4f8edfda-ba69-4e1c-867c-7858b9544b3f,Software Engineer,2,3,No,10,Yes,5.862382169076212
4bf4cf3d-cc28-4087-972a-f50951befd8e,Product Manager,7,2,No,9,Yes,7.502769617019297
440d98c2-f0e0-466a-8e5f-06da767f640a,Software Engineer,2,3,No,1,Yes,16.63418922522302
14c21724-ec4d-42aa-93d9-4786e654a8a9,HR Specialist,2,6,No,2,Yes,9.820490107368538
869c9281-f48f-4853-a9f2-f573dbb13aec,HR Specialist,3,4,No,5,Yes,15.442727300662172
e7d9124e-16c7-4011-9688-2ecd84b41deb,Data Scientist,2,4,No,9,No,8.256510968190197
86eac4f7-21a1-4ce2-b5bd-f5792e7dd910,Product Manager,7,8,Yes,3,Yes,13.471610401545059
8f017d23-51d4-4fd0-ac00-f66c77517f88,Product Manager,8,1,No,7,No,19.71108249595241
553b409f-03ca-409c-afd4-487a16ab67ff,Product Manager,1,6,No,2,Yes,7.704223792489568
190ec23e-95f7-488e-894a-bb23a5784f26,HR Specialist,5,5,Yes,1,Yes,10.344782642653286
07f78be5-c058-4401-8c10-8a1b7dd144d5,HR Specialist,8,7,No,10,No,11.74085893786206
226091b4-338b-4986-b420-0ca12e852e22,Product Manager,7,5,Yes,8,Yes,11.060172433797021
02b12f50-887b-418e-9cf6-91edcba68370,Marketing Manager,7,2,No,5,No,6.03678747405008
787a442c-8c01-4303-8f0a-27f8680fee3b,HR Specialist,5,1,Yes,3,No,12.23339004588708
22546d2f-19f4-481c-a383-ea5f1f3a0832,Marketing Manager,5,2,Yes,3,No,16.4590160189544
62a426a0-ebbb-43d5-9b67-df6b843443c4,HR Specialist,4,8,No,8,Yes,17.23820585019613
d2a04e47-4e8a-4288-aa7e-37cfdaabf8a2,Marketing Manager,8,5,Yes,3,No,7.632186963208278
7e3fba51-d53f-4bac-9c82-34d124162ec6,Marketing Manager,10,1,No,4,Yes,12.20550763964869
db2d1280-0fc0-437a-ab72-7d4cd89cacad,Data Scientist,8,3,Yes,5,Yes,13.192855003246034
c3ae433a-c427-40d5-8fd0-e0c28296a05f,HR Specialist,8,8,Yes,5,Yes,18.7774927884277
4e48137f-2c1f-4569-9a22-e2a1d37fca33,Software Engineer,2,2,No,8,No,6.888625277724203
014ecead-9a60-4712-bac7-ba301edcfbb2,Marketing Manager,7,6,Yes,5,No,7.5294106047139975
7e288300-dd15-409a-8d38-c02e0efb8ae2,Product Manager,10,4,Yes,2,No,7.075293899663249
333c8080-55b0-4922-8298-d09a484fee8a,Data Scientist,5,9,Yes,3,No,12.534249818385895
1f737b16-e9d8-4b04-b9f8-6678d9b2bde5,HR Specialist,3,6,No,5,Yes,17.032585469847408
4ebeb7f9-ccdb-45e9-944e-f2f3dc36f6f3,HR Specialist,6,4,No,9,Yes,6.042403842481809
43d3d19b-f3e8-4f07-beda-84924967a3f3,Software Engineer,5,4,Yes,4,Yes,10.794245262960402
6218c726-9fdd-4d0b-8be1-4fe355695952,Marketing Manager,10,8,No,8,Yes,9.71041200594767
c89f95ff-f2e1-452e-ad4f-91bc0dc32b53,Product Manager,7,6,No,5,No,17.692774211991107
c59ffcb3-4a95-4826-afa7-036520a3beba,HR Specialist,8,1,No,8,No,8.206704177401694
c4b24e7a-e06e-48fe-ba2a-81528148ff73,Software Engineer,10,4,No,3,No,18.49053869294321
23279b31-b339-40c8-9ae6-0674f3c27249,Software Engineer,3,8,No,3,Yes,18.26137747287034
a7b32131-c262-46aa-acbf-14f5643d360b,Marketing Manager,7,6,No,8,No,10.111806128979898
b12685bb-55ac-4578-ae71-6462e4a58941,Marketing Manager,6,7,No,8,Yes,9.813324404850416
c3f9409b-87d2-4eea-9fc9-6dd499fefdfd,Marketing Manager,3,9,Yes,8,No,8.606237728942936
e27fb514-8bd0-42c0-8572-04e477e47b7b,Product Manager,7,8,No,1,Yes,17.520142721663966
ab4a619c-0345-4bd2-b5b4-0eab1024f84e,Marketing Manager,6,5,Yes,5,Yes,8.752177191358104
76908251-94ee-4fc7-b09f-da5bc29cf413,Software Engineer,8,1,Yes,4,Yes,5.230103353772973
b4b3e8aa-16c7-4649-a42b-73bc414c56c0,Marketing Manager,5,8,Yes,5,No,18.59562154225178
ae57baac-49d0-4ea6-9934-fe2fd9d4e22c,Marketing Manager,7,7,Yes,3,Yes,16.045929614630197
9ad1e243-4c8d-41ee-8ccc-2a187bbf29e6,Product Manager,9,1,No,3,No,18.948947066199946
9bfd60dc-dd87-4bcf-98f3-452a2a73ab16,HR Specialist,5,5,No,8,No,6.555745024209589
199bb332-30c0-4bb0-a005-d59386da7128,HR Specialist,8,4,No,10,No,8.245683913209888
5043b88c-b317-4ea9-a46c-d63420894f9d,Data Scientist,4,7,No,6,Yes,7.373007797830162
31a33877-030a-4362-92b8-191a030fa0f7,Product Manager,10,4,No,9,Yes,13.54822546183025
08239930-fe18-4386-b683-f5d4ae095c0b,Marketing Manager,1,9,No,6,No,12.606883768136221
8767bfe2-6339-4388-9d00-5f837421c62e,Software Engineer,2,4,No,6,Yes,13.057207913046632
53c47e66-dc59-419a-a24c-dfe420c79d35,HR Specialist,1,2,Yes,4,Yes,14.603983540229637
1cfb3b79-6377-4d39-a33c-fcb0085aa3bd,Product Manager,8,6,No,6,No,13.855166829038238
72b8d42f-dcad-4f4a-9bee-bcd5b7d973d3,Software Engineer,8,5,No,1,Yes,15.72843275307173
c413501a-c21d-4355-9c49-cb8b4623a7f9,Product Manager,2,5,No,3,No,5.146085313742528
