user_id,age,income,credit_score,num_late_payments,avg_days_overdue,bill_frequency,spending_ratio,savings_balance,loan_repayment_status,marital_status,social_media_sentiment,total_debt,debt_to_income_ratio,on_time_payment
341,37,7016,770,11,13,5,0.4,4305,1,Divorced,Positive,9967,0.66,1
342,41,4335,591,12,4,2,0.7,4221,1,Single,Positive,9092,0.46,1
343,71,9038,570,12,10,2,0.78,4587,0,Married,Positive,6435,0.28,0
344,73,5873,591,1,15,4,0.83,3580,1,Married,Neutral,1223,0.97,0
345,50,2481,662,12,1,1,0.95,3007,0,Single,Positive,2829,0.56,1
346,41,7305,654,12,7,5,0.38,969,0,Married,Positive,9827,0.76,1
347,69,4451,741,2,10,1,0.87,580,1,Divorced,Negative,3270,0.47,1
348,28,1054,566,10,28,2,0.22,2824,0,Divorced,Positive,8045,0.42,0
349,66,8643,669,5,17,5,0.73,4001,0,Married,Negative,5346,0.47,1
350,25,4462,678,1,2,1,0.77,1211,0,Divorced,Negative,767,0.47,1
351,53,1832,679,7,29,3,0.71,229,1,Divorced,Neutral,1069,0.59,1
352,55,6954,609,0,25,4,0.33,4284,0,Single,Positive,2473,0.59,0
353,57,9519,597,6,0,4,0.89,3185,1,Divorced,Positive,9237,0.55,0
354,37,8221,578,1,10,3,0.25,501,1,Single,Negative,3322,0.22,0
355,52,4310,646,9,15,2,0.15,2132,1,Married,Neutral,4960,0.55,1
356,65,4300,559,11,17,5,0.75,48,0,Single,Neutral,770,0.25,0
357,42,7722,791,5,29,4,0.53,3566,0,Married,Positive,8141,0.21,1
358,52,8218,781,11,15,3,0.86,3055,1,Married,Negative,9430,0.94,1
359,42,8776,826,1,22,3,0.45,688,1,Married,Positive,7180,0.64,1
360,46,4675,833,1,9,2,0.25,386,0,Married,Positive,1757,0.69,1
361,35,4054,752,9,17,2,0.85,969,1,Married,Positive,8750,0.46,1
362,63,8970,796,12,5,1,0.59,3460,1,Single,Positive,5870,0.92,1
363,35,3143,839,7,30,4,0.27,1005,0,Married,Negative,5358,0.67,1
364,19,6207,813,11,18,1,0.75,3052,1,Divorced,Neutral,9081,0.79,1
365,71,3538,763,1,3,3,0.56,3417,0,Divorced,Positive,9410,0.43,1
366,52,5547,749,6,26,5,0.64,2302,0,Married,Positive,7499,0.96,1
367,33,6619,628,2,30,5,0.51,2283,1,Divorced,Positive,620,0.84,1
368,58,9356,722,7,12,2,0.85,1607,0,Single,Positive,7408,0.87,1
369,53,7612,618,6,23,5,0.85,4366,0,Single,Neutral,2803,0.25,1
370,50,6005,636,7,13,5,0.74,122,0,Married,Neutral,5361,0.34,1
371,21,1822,650,6,2,5,0.19,1280,1,Married,Neutral,3411,0.36,1
372,50,1943,557,10,9,3,0.85,3727,1,Married,Neutral,9491,0.34,0
373,31,7150,749,5,5,5,0.7,258,1,Divorced,Positive,7736,0.87,1
374,38,5425,636,12,0,5,0.73,947,0,Divorced,Negative,6065,0.13,1
375,65,9966,592,6,22,5,0.43,4958,0,Single,Neutral,7031,0.17,0
376,37,3198,658,4,23,1,0.89,524,1,Divorced,Neutral,1609,0.35,1
377,73,5242,701,6,26,3,0.75,887,1,Single,Positive,7429,0.28,1
378,25,4695,566,0,13,2,0.2,207,0,Divorced,Positive,1750,0.31,0
379,24,4452,682,0,7,1,0.47,3382,1,Single,Positive,8677,0.82,1
380,20,2308,697,8,18,4,0.9,2794,1,Married,Positive,2149,0.61,1
381,34,5177,826,4,13,3,0.14,148,1,Divorced,Negative,7851,0.11,1
382,50,9705,781,12,9,3,0.97,437,1,Single,Negative,6411,0.49,1
383,65,7852,777,4,16,4,0.71,2202,1,Divorced,Neutral,3456,0.47,1
384,29,7035,688,2,8,4,0.67,3749,0,Married,Negative,6328,0.2,1
385,68,4594,760,4,28,4,0.34,3161,1,Single,Neutral,5494,0.71,1
386,39,5841,577,2,5,2,0.32,3901,1,Divorced,Neutral,6936,0.73,0
387,72,2409,600,8,10,5,0.95,4453,0,Divorced,Negative,9176,0.75,1
388,39,5566,810,8,24,3,0.37,3245,0,Married,Neutral,8114,0.76,1
389,63,5491,810,5,6,5,0.8,4551,0,Married,Positive,9494,0.1,1
390,47,2555,557,0,16,5,0.45,2823,0,Single,Neutral,2215,0.96,0
391,55,1804,687,6,27,4,0.23,4724,1,Divorced,Positive,8650,0.83,1
392,55,2279,587,6,27,2,0.11,3270,1,Divorced,Negative,3983,0.91,0
393,62,8083,660,9,0,1,0.59,485,1,Married,Negative,8175,0.11,1
394,68,6986,769,9,21,2,0.98,199,1,Married,Neutral,2257,0.94,1
395,71,6619,772,3,4,5,0.43,4466,0,Single,Positive,2309,0.83,1
396,25,2387,685,7,8,2,0.42,1982,0,Divorced,Neutral,6039,0.85,1
397,44,3679,805,5,17,4,0.41,1471,1,Divorced,Negative,6548,0.18,1
398,44,3106,598,3,23,1,0.57,4343,1,Single,Neutral,1651,0.76,0
399,51,9173,841,3,26,4,0.5,4883,1,Single,Neutral,5992,0.96,1
400,38,5223,627,1,20,1,0.89,2311,1,Married,Positive,7211,0.71,1
401,47,5831,654,1,1,5,0.55,3373,0,Married,Negative,6802,0.61,1
402,50,3768,718,11,28,1,0.56,2078,1,Single,Neutral,5247,0.95,1
403,45,4186,766,3,25,1,0.22,1521,0,Single,Positive,8902,0.5,1
404,64,3573,668,4,10,1,0.98,604,0,Divorced,Neutral,5181,0.64,1
405,50,3599,739,7,26,2,0.32,3848,0,Single,Positive,3007,0.53,1
406,22,5033,804,5,27,2,0.17,3342,0,Single,Positive,3463,0.94,1
407,65,9428,815,3,5,5,0.7,1417,1,Divorced,Neutral,3928,0.17,1
408,36,2304,698,12,25,1,0.64,4597,1,Single,Negative,7994,0.55,1
409,21,8368,713,10,7,3,0.47,3875,1,Married,Negative,4455,0.72,1
410,52,6877,689,6,3,5,0.48,2933,1,Married,Positive,4205,0.81,1
411,66,2301,807,7,17,1,0.81,548,0,Divorced,Negative,4538,0.62,1
412,34,3541,818,1,27,1,0.28,838,0,Single,Positive,9744,0.92,1
413,61,3051,730,11,10,2,0.84,3815,0,Married,Negative,1213,0.95,1
414,45,7809,709,6,4,5,0.68,847,1,Married,Neutral,7760,0.16,1
415,47,9633,837,1,14,1,0.48,4709,0,Married,Negative,7511,0.46,1
416,46,9996,837,1,27,1,0.51,4507,0,Married,Positive,9379,0.12,1
417,63,1074,775,7,17,5,0.33,4773,0,Single,Positive,9021,0.4,1
418,70,7981,560,1,1,3,0.78,4254,0,Single,Negative,2246,0.58,0
419,23,6475,559,10,30,5,0.56,4468,1,Single,Neutral,1707,0.92,0
420,52,9232,820,8,21,5,0.39,2272,0,Single,Positive,1284,0.86,1
421,58,8184,822,11,10,3,0.64,3320,0,Married,Positive,3196,0.21,1
422,54,6796,732,0,25,5,1.0,2558,1,Divorced,Positive,7573,0.18,1
423,41,8141,702,8,24,1,0.49,4698,1,Divorced,Positive,5536,0.63,1
424,46,2622,673,0,12,5,0.93,4311,1,Married,Positive,7627,0.58,1
425,66,9041,663,9,3,3,0.41,1996,0,Married,Neutral,4218,0.34,1
426,63,1341,827,12,21,4,0.15,3673,0,Divorced,Negative,6275,0.91,1
427,70,3074,762,9,6,5,0.28,1564,0,Divorced,Neutral,8410,0.93,1
428,48,8992,721,1,28,2,0.48,4018,0,Married,Neutral,3193,0.46,1
429,52,1645,837,5,10,1,0.3,1840,1,Married,Positive,1125,0.9,1
430,50,5263,723,5,21,1,0.1,3291,0,Single,Neutral,4208,0.45,1
431,69,9801,662,0,23,2,0.92,2887,0,Single,Positive,7359,0.76,1
432,38,7136,671,6,3,2,0.86,726,1,Divorced,Neutral,9453,0.53,1
433,49,9646,581,7,27,5,0.77,1244,1,Married,Positive,8192,0.21,0
434,40,3969,771,1,14,2,0.25,3460,1,Divorced,Positive,6898,0.94,1
435,50,4028,668,7,0,4,0.21,3718,0,Single,Neutral,7752,0.51,1
436,20,8643,588,8,22,3,0.16,1065,0,Single,Neutral,2055,0.76,1
437,35,3681,817,5,2,2,0.75,4771,0,Divorced,Negative,9367,0.43,1
438,42,4629,782,4,13,2,0.94,282,0,Single,Negative,4687,0.12,1
439,59,5225,567,11,5,4,0.49,1081,0,Married,Negative,8267,0.19,0
440,48,4067,698,8,17,1,0.21,3885,1,Divorced,Neutral,536,0.55,1
441,71,6941,698,12,24,1,0.56,2881,1,Married,Neutral,2287,0.72,1
442,75,2386,675,11,0,5,0.41,2584,0,Married,Positive,6783,0.4,1
443,20,3866,787,10,5,4,0.44,2970,0,Single,Negative,8560,0.73,1
444,57,5788,684,8,5,3,0.66,1152,0,Married,Positive,8565,0.73,1
445,63,6490,700,0,20,3,0.75,3497,0,Divorced,Positive,4380,0.73,1
446,41,5124,785,10,15,4,0.2,947,0,Married,Positive,6432,0.54,1
447,67,9340,773,2,28,3,0.13,4760,1,Married,Positive,8828,0.92,1
448,49,4850,752,8,4,1,0.99,1717,1,Married,Negative,6833,0.54,1
449,64,6415,805,10,16,3,0.31,66,1,Married,Positive,6259,0.51,1
450,39,8679,635,1,9,3,0.15,636,0,Married,Neutral,6985,0.28,1
451,40,7819,699,11,27,4,0.27,313,0,Single,Neutral,5567,0.38,1
452,19,9378,784,3,20,4,0.14,3397,1,Divorced,Neutral,1161,0.14,1
453,44,2333,571,3,17,3,0.45,564,1,Single,Negative,8473,0.67,0
454,59,5150,834,1,6,2,0.82,1601,0,Divorced,Positive,6886,0.32,1
455,19,7766,818,2,2,4,0.41,825,1,Divorced,Negative,8387,0.37,1
456,43,3711,807,12,12,5,0.5,3670,1,Divorced,Positive,914,0.79,1
457,34,5853,578,2,14,5,0.71,1025,0,Divorced,Negative,7350,0.39,0
458,57,7212,762,0,19,1,0.56,2251,1,Divorced,Negative,9034,0.32,1
459,50,8479,832,5,18,3,0.88,4757,1,Married,Positive,3229,0.25,1
460,26,6408,599,7,2,2,0.88,804,1,Single,Negative,4397,0.8,1
461,60,8715,644,11,3,1,0.11,2451,0,Single,Positive,2669,0.22,1
462,71,9942,637,2,4,3,0.8,4631,1,Married,Neutral,2378,0.51,1
463,65,2762,593,4,0,4,0.51,1391,1,Divorced,Neutral,6954,0.56,0
464,56,8101,827,0,3,5,0.99,1235,1,Single,Neutral,5070,0.72,1
465,46,8674,720,9,11,2,0.53,4032,0,Married,Negative,2015,0.67,1
466,59,7122,738,6,27,5,0.99,3280,0,Married,Neutral,1074,0.83,1
467,72,1481,733,9,26,4,0.78,4723,1,Single,Positive,3367,0.14,1
468,43,1153,552,12,23,3,0.32,4844,0,Single,Neutral,4044,0.37,0
469,52,8617,740,0,9,4,0.58,3549,1,Divorced,Neutral,4977,0.35,1
470,67,2524,667,11,22,4,0.99,4200,0,Divorced,Negative,571,0.23,1
471,42,3120,568,10,24,5,0.87,4141,0,Single,Positive,3480,0.36,0
472,41,3343,572,8,20,2,0.19,1354,1,Divorced,Negative,9809,0.38,0
473,30,6136,579,7,28,4,0.74,1836,1,Married,Negative,5992,0.57,0
474,75,6760,844,6,30,5,0.41,2892,1,Divorced,Positive,5259,0.7,1
475,24,2240,657,9,25,2,0.11,2496,0,Divorced,Negative,8584,0.44,1
476,74,1060,830,6,19,3,0.46,2583,1,Married,Positive,539,0.75,1
477,53,2639,677,4,23,3,0.31,2558,0,Divorced,Neutral,5873,0.4,1
478,62,7185,778,4,24,1,0.84,3618,0,Married,Positive,8065,0.36,1
479,37,8970,660,10,12,5,0.4,1559,1,Divorced,Positive,2400,0.59,1
480,18,2252,685,12,22,2,0.84,1507,0,Single,Positive,2717,0.12,1
481,25,5203,735,4,13,4,0.1,4071,1,Divorced,Negative,5296,0.17,1
482,63,9363,693,0,22,3,0.38,2063,0,Single,Positive,5106,0.48,1
483,33,4549,621,7,4,2,0.32,3642,1,Single,Positive,1783,0.95,1
484,31,5197,678,11,3,5,0.31,2000,0,Single,Positive,9275,0.75,1
485,29,8009,810,10,13,1,0.16,1294,0,Single,Neutral,9150,0.18,1
486,68,7667,552,0,9,3,0.27,4065,1,Single,Positive,1315,0.86,0
487,40,3322,653,3,16,2,0.6,2752,0,Married,Negative,3011,0.76,1
488,32,5090,773,8,9,2,0.36,1753,1,Married,Positive,746,0.65,1
489,45,7960,559,8,25,2,0.48,4210,0,Married,Positive,5325,0.84,0
490,51,4004,780,4,6,5,0.44,1603,0,Single,Neutral,7016,0.46,1
491,19,6136,768,3,15,5,0.89,1322,0,Divorced,Positive,916,0.3,1
492,49,1329,615,2,0,5,0.91,2441,1,Married,Negative,7202,0.56,0
493,40,4640,661,2,16,4,0.54,1098,1,Divorced,Positive,4217,0.59,1
494,39,8982,562,11,20,2,0.4,1505,1,Divorced,Negative,607,0.58,0
495,68,5107,635,4,28,3,0.2,1126,1,Single,Neutral,9530,0.61,1
496,42,2341,783,9,8,5,0.96,296,1,Single,Positive,5013,0.95,1
497,75,9407,639,0,5,5,0.15,3049,0,Single,Neutral,1921,0.91,1
498,39,1338,603,4,18,2,0.37,2225,0,Married,Positive,7783,0.89,0
499,75,6895,561,5,12,5,0.37,4354,1,Single,Negative,755,0.82,0
500,75,3708,758,6,2,4,0.39,3787,0,Married,Neutral,7748,0.95,1
501,39,2750,563,11,6,4,0.25,2096,0,Married,Positive,9529,0.19,0
502,66,6604,670,8,21,5,0.8,3609,0,Married,Negative,3462,0.34,1
503,69,3421,569,2,8,2,0.21,2208,0,Married,Neutral,2782,0.55,0
504,59,8119,624,1,21,2,0.67,175,1,Single,Positive,9244,0.86,1
505,23,9901,792,2,4,2,0.21,2502,0,Married,Neutral,8872,0.55,1
506,32,6319,772,11,9,1,0.16,3999,1,Single,Positive,1977,0.77,1
507,71,7609,619,8,22,5,0.92,1667,1,Single,Negative,9262,0.23,1
508,60,6387,760,11,16,2,0.27,4371,0,Married,Negative,5452,0.33,1
509,54,4993,650,6,11,4,0.84,2545,1,Single,Neutral,6380,0.76,1
510,50,9680,735,8,22,3,0.59,675,0,Divorced,Neutral,6092,0.25,1
511,25,9044,681,12,15,3,0.17,1823,0,Single,Positive,7591,0.42,1
512,70,9238,660,1,2,2,0.96,1356,0,Single,Negative,1091,0.34,1
513,61,5873,681,4,29,3,0.32,3072,1,Married,Positive,6777,0.41,1
514,61,5806,569,12,24,3,0.87,3259,1,Married,Negative,2760,0.74,0
515,22,9592,573,3,30,1,0.25,546,1,Single,Neutral,847,0.43,0
516,56,6913,776,1,21,4,0.87,2083,0,Married,Positive,8857,0.6,1
517,21,8124,703,8,8,4,0.11,2040,0,Divorced,Positive,5532,0.19,1
518,23,4157,842,8,28,1,0.56,4534,0,Divorced,Negative,4943,0.82,1
519,62,1390,779,5,14,1,0.79,1752,1,Married,Negative,9274,0.43,1
520,49,5430,751,10,4,3,0.94,1615,0,Single,Negative,7369,0.68,1
521,69,9820,587,5,22,5,0.92,1849,0,Divorced,Neutral,6196,0.75,0
522,47,8686,809,7,12,3,0.84,2642,1,Divorced,Positive,3538,0.29,1
523,64,5232,737,5,13,1,0.9,1600,1,Single,Negative,3345,0.9,1
524,52,9007,606,0,19,4,0.28,3396,1,Married,Neutral,8364,0.65,0
525,72,2521,569,3,14,3,0.36,4402,0,Divorced,Negative,7109,0.49,0
526,57,2500,822,12,15,5,0.36,3605,0,Single,Positive,1765,0.26,1
527,69,7737,668,6,22,3,0.44,3799,0,Single,Negative,2774,0.95,1
528,33,4294,620,12,12,2,0.45,618,1,Divorced,Positive,2970,0.78,1
529,30,6085,553,12,16,3,0.59,1132,1,Married,Neutral,3077,0.29,0
530,67,3419,770,1,22,1,0.24,2115,1,Divorced,Neutral,4160,0.4,1
531,59,4042,563,8,7,4,0.72,2339,1,Single,Negative,1568,0.83,0
532,47,5497,552,7,20,4,0.25,2739,0,Divorced,Positive,6091,0.73,0
533,36,2466,765,7,1,1,0.38,4276,0,Married,Positive,6474,0.79,1
534,34,4561,778,6,4,2,0.55,1487,0,Single,Positive,5329,0.5,1
535,73,1614,735,3,5,1,0.82,1557,0,Married,Negative,2450,0.74,1
536,36,6392,604,1,11,3,0.77,2113,0,Divorced,Positive,8783,0.45,0
537,45,8693,803,2,17,1,0.68,1044,0,Divorced,Positive,3593,0.29,1
538,75,4223,573,11,29,1,0.24,2431,0,Married,Positive,5811,0.67,0
539,72,8138,711,5,21,2,0.59,1582,0,Divorced,Positive,1887,0.98,1
540,43,3667,707,11,21,3,0.18,1308,1,Married,Negative,4774,0.38,1
541,54,8980,631,11,0,5,0.44,4917,1,Divorced,Negative,2785,0.51,1
542,43,1130,708,4,29,5,0.47,601,0,Married,Positive,3706,0.71,1
543,70,3983,737,11,16,4,0.14,1620,1,Married,Positive,3424,0.59,1
544,40,5278,609,7,29,1,0.35,4880,0,Single,Neutral,7545,0.86,1
545,26,8126,760,5,10,4,0.96,4766,0,Single,Neutral,8971,0.79,1
546,29,9230,701,5,9,2,0.96,100,1,Married,Positive,2118,0.15,1
547,70,8694,658,0,18,5,0.42,4271,0,Divorced,Positive,9062,1.0,1
548,18,7640,625,3,13,1,0.14,237,0,Divorced,Neutral,6396,0.78,1
549,75,6468,579,4,25,2,0.26,4025,0,Divorced,Neutral,8343,0.88,0
550,75,1920,666,11,9,2,0.45,2918,0,Married,Positive,7563,0.69,1
551,18,8564,741,10,14,1,0.95,2542,0,Married,Negative,8995,0.87,1
552,64,9684,568,2,27,2,0.23,2003,0,Married,Negative,1848,0.2,0
553,51,9502,722,12,18,1,0.79,1537,0,Married,Positive,6056,0.41,1
554,49,9930,777,8,3,1,0.2,754,1,Single,Positive,5789,0.89,1
555,71,4241,732,0,1,3,0.98,3368,1,Married,Neutral,2922,0.28,1
556,65,1545,662,5,8,4,0.44,2258,0,Divorced,Neutral,4128,0.17,1
557,42,5346,732,5,9,2,0.8,3665,1,Single,Negative,2928,0.81,1
558,57,4810,695,9,27,2,0.41,4235,0,Divorced,Positive,3533,0.85,1
559,62,8206,665,4,10,3,0.66,540,0,Married,Neutral,6657,0.25,1
560,70,3032,662,11,13,3,0.27,269,0,Single,Negative,9360,0.87,1
561,18,9436,800,4,6,3,0.23,3460,0,Married,Negative,9191,0.72,1
562,33,1271,800,9,22,5,0.94,3408,1,Single,Negative,8313,0.57,1
563,56,4511,667,12,14,5,0.93,505,1,Divorced,Neutral,1914,0.85,1
564,22,2771,710,4,21,5,0.9,1129,1,Married,Neutral,7208,0.48,1
565,39,5361,747,5,30,1,0.66,2079,1,Married,Positive,9221,0.27,1
566,46,8069,809,7,18,2,0.83,3145,0,Single,Positive,7135,0.36,1
567,72,1920,697,1,21,4,0.16,3242,1,Single,Negative,4121,0.55,1
568,20,9190,789,5,14,1,0.4,4908,0,Married,Negative,5815,0.58,1
569,29,4430,596,0,29,2,0.38,361,0,Single,Neutral,1254,0.83,0
570,43,5435,747,3,27,2,0.67,3720,1,Married,Neutral,2847,0.81,1
571,33,4760,596,9,23,3,0.42,1456,0,Single,Positive,1226,0.62,1
572,68,3050,627,2,7,3,0.23,4067,1,Divorced,Positive,5423,0.8,1
573,54,2165,673,8,10,1,0.64,4195,1,Single,Positive,3149,0.27,1
574,39,9567,624,2,28,3,0.83,1681,1,Divorced,Neutral,3315,0.15,1
575,74,3033,686,5,8,2,0.44,1052,1,Single,Negative,9566,0.89,1
576,46,7467,639,0,14,3,0.22,2509,1,Single,Positive,3779,0.17,1
577,31,1145,610,11,0,5,0.28,4727,0,Married,Positive,3484,0.32,1
578,45,5388,687,5,29,3,0.31,681,1,Single,Neutral,4307,0.73,1
579,22,8832,599,3,0,2,0.37,3932,1,Single,Positive,8376,0.47,0
580,64,9623,808,7,18,1,0.68,2129,0,Divorced,Negative,6599,0.89,1
581,66,9896,656,12,2,4,0.64,4849,1,Single,Neutral,1107,0.37,1
582,47,9173,662,10,9,3,0.73,4016,1,Married,Positive,6669,0.11,1
583,63,3632,803,8,7,2,0.43,3302,0,Divorced,Positive,8290,0.37,1
584,69,5494,667,3,14,4,0.84,719,0,Married,Neutral,6073,0.62,1
585,22,9056,747,9,9,4,0.28,74,1,Married,Neutral,1134,0.44,1
586,29,8511,600,11,0,5,0.52,1293,0,Married,Positive,1574,0.58,1
587,33,2828,794,9,28,4,0.82,1922,1,Married,Negative,2414,0.89,1
588,43,5805,584,5,17,2,0.26,4157,0,Divorced,Neutral,1088,0.92,0
589,43,1806,618,0,1,2,0.2,4969,1,Single,Negative,3731,0.34,0
590,65,8486,598,3,18,3,0.9,319,1,Married,Positive,6851,0.52,0
591,38,9202,623,6,12,3,0.41,2149,1,Divorced,Negative,4338,0.59,1
592,56,2868,741,11,21,3,0.72,1452,0,Married,Positive,2473,0.95,1
593,53,8878,810,0,0,4,0.12,4969,1,Single,Positive,5544,1.0,1
594,50,6690,619,7,1,4,0.72,1555,0,Divorced,Positive,6603,0.31,1
595,47,8827,639,11,28,5,0.38,4207,1,Divorced,Positive,7183,0.75,1
596,54,6429,809,9,15,3,0.15,3032,1,Single,Negative,6337,0.44,1
597,40,4564,675,11,14,1,0.65,460,1,Divorced,Positive,9943,0.11,1
598,75,2389,780,10,12,5,0.32,886,1,Single,Positive,7283,0.11,1
599,27,8274,844,5,15,1,0.45,3533,1,Divorced,Negative,6094,0.51,1
600,71,1824,678,4,16,4,0.17,3936,0,Divorced,Neutral,4322,0.54,1
601,22,3265,829,9,20,5,0.23,1115,0,Single,Negative,3889,0.12,1
602,53,1936,649,10,28,5,0.37,1075,0,Single,Negative,6414,0.72,1
603,51,7402,846,8,28,2,0.18,3876,1,Divorced,Negative,2280,0.36,1
604,69,4845,731,1,6,4,0.92,4615,1,Divorced,Positive,4188,0.6,1
605,48,2796,723,4,23,4,0.11,4907,0,Single,Positive,7711,0.37,1
606,27,9245,737,5,25,5,0.54,1924,1,Single,Positive,5537,0.25,1
607,75,8214,606,6,16,4,0.21,926,1,Divorced,Neutral,6819,0.47,1
608,36,1726,580,4,6,5,0.38,4652,1,Divorced,Positive,9140,0.31,0
609,75,3736,633,8,12,2,0.93,2281,0,Divorced,Neutral,581,0.58,1
610,49,2913,701,0,4,5,0.25,1055,0,Single,Positive,6778,0.28,1
611,18,8657,585,6,25,4,0.97,4674,0,Divorced,Negative,7499,0.56,0
612,73,3466,762,9,16,4,0.29,541,0,Married,Positive,1906,0.24,1
613,22,8312,655,6,2,5,0.77,2161,0,Single,Neutral,7910,0.7,1
614,62,9194,769,3,6,5,0.59,2251,1,Divorced,Neutral,1980,0.78,1
615,21,8906,712,8,25,5,0.9,1052,1,Single,Positive,9771,0.2,1
616,33,5876,769,11,16,3,0.6,4569,1,Married,Negative,4098,0.52,1
617,41,8287,819,10,6,4,0.58,2744,1,Single,Positive,8493,0.16,1
618,33,1892,669,4,20,4,0.28,3869,0,Divorced,Positive,4683,0.64,1
619,72,5675,731,3,0,3,0.25,5000,0,Married,Positive,4180,0.34,1
620,19,2933,655,12,16,5,0.92,4481,1,Married,Negative,8144,0.57,1
621,66,2380,766,6,29,2,0.4,4157,0,Divorced,Neutral,4810,0.57,1
622,45,2290,754,3,16,5,0.43,4610,1,Divorced,Negative,2258,0.93,1
623,49,2640,619,2,10,5,0.78,4525,1,Divorced,Neutral,3099,0.59,0
624,44,8490,593,8,24,3,0.4,4675,1,Single,Neutral,6116,0.62,1
625,37,2218,777,10,26,4,0.96,1560,1,Single,Neutral,6313,0.46,1
626,41,6016,733,7,28,5,0.76,3762,0,Single,Negative,4353,0.95,1
627,29,7881,656,0,2,4,0.64,1164,1,Divorced,Positive,2792,0.8,1
628,67,1954,633,6,14,1,0.89,2722,0,Divorced,Positive,2001,0.36,1
629,52,8291,799,8,28,4,0.14,2358,1,Single,Positive,8922,0.86,1
630,50,1974,570,7,20,2,0.33,470,1,Married,Positive,8050,0.49,0
631,50,5133,745,7,10,2,0.52,1416,1,Single,Positive,4750,0.85,1
632,68,6370,727,12,25,5,0.3,1468,1,Married,Negative,9890,0.84,1
633,60,4972,556,5,27,4,0.77,808,0,Divorced,Negative,7491,0.27,0
634,54,6295,619,10,15,5,0.93,171,1,Divorced,Negative,614,0.73,1
635,29,9228,676,3,24,3,0.48,4126,0,Single,Negative,4906,0.36,1
636,20,4020,709,7,21,2,0.41,4142,1,Single,Negative,9684,0.37,1
637,18,9987,797,2,27,5,0.97,4225,1,Divorced,Negative,2847,0.37,1
638,50,5036,752,12,8,3,0.5,2399,1,Single,Negative,1541,0.75,1
639,57,6068,697,8,23,5,0.54,1645,0,Divorced,Positive,7427,0.31,1
640,27,6233,692,12,23,4,0.42,57,1,Divorced,Neutral,511,0.1,1
641,60,1317,748,1,0,4,0.92,1129,1,Married,Negative,8480,0.74,1
642,61,3396,703,1,28,4,0.61,1353,1,Single,Neutral,8371,0.25,1
643,46,3162,691,11,24,4,0.79,767,1,Divorced,Negative,6875,0.19,1
644,30,3745,714,12,21,1,0.83,3895,1,Single,Negative,7598,0.31,1
645,29,2591,570,11,15,3,0.41,682,0,Married,Positive,4176,0.44,0
646,48,7183,631,6,8,3,0.49,3454,0,Married,Neutral,6609,0.53,1
647,63,4930,618,11,18,4,0.86,2008,1,Single,Positive,5897,0.14,1
648,19,2312,680,9,11,1,0.43,3142,1,Single,Positive,3565,0.97,1
649,68,5311,636,3,18,4,0.81,1790,0,Divorced,Neutral,2536,0.74,1
650,67,8314,767,9,21,1,0.95,1477,1,Married,Positive,3546,0.39,1
651,52,3383,710,7,8,4,0.66,885,0,Married,Negative,1040,0.39,1
652,40,4239,727,8,6,2,0.77,3906,1,Married,Negative,576,0.5,1
653,34,3139,666,6,13,2,0.82,4492,1,Single,Negative,3567,0.66,1
654,43,2704,745,4,28,5,0.86,1538,0,Divorced,Negative,523,0.23,1
655,25,7924,635,7,18,4,0.46,2073,1,Single,Negative,5634,0.27,1
656,46,1362,838,3,18,3,0.15,312,0,Single,Positive,1175,0.87,1
657,43,3604,630,1,1,5,0.46,810,0,Single,Positive,7168,0.33,1
658,27,5286,701,10,8,2,0.71,2235,0,Divorced,Negative,4767,0.44,1
659,43,4738,610,11,12,4,0.51,2857,1,Single,Negative,6488,0.88,1
660,51,3469,610,5,14,5,0.77,2763,0,Married,Positive,8152,0.7,1
661,68,5795,577,8,2,4,0.42,2032,0,Married,Neutral,9180,0.41,0
662,58,7150,592,0,10,2,0.67,1507,1,Married,Positive,1985,0.72,0
663,24,1556,718,10,20,5,0.27,4545,1,Divorced,Positive,4159,0.12,1
664,21,3808,635,9,13,2,0.77,2570,1,Single,Positive,2919,0.76,1
665,75,6150,726,11,29,1,0.59,1894,1,Divorced,Positive,8240,0.54,1
666,70,8561,566,6,24,2,0.28,2705,1,Single,Positive,7643,0.83,0
667,67,3719,647,9,7,4,0.36,596,1,Married,Neutral,3995,0.96,1
668,62,7506,747,8,17,3,0.77,2147,0,Single,Negative,1256,0.93,1
669,28,4741,647,9,18,2,0.53,615,1,Single,Negative,8948,0.92,1
670,46,4998,614,8,15,3,0.29,947,0,Single,Neutral,2279,0.56,1
671,73,3403,554,9,1,1,0.97,4651,1,Divorced,Negative,6987,0.42,0
672,53,9780,551,10,7,5,0.74,4373,0,Single,Negative,758,0.52,0
673,42,1294,571,12,21,5,0.96,3764,0,Single,Negative,4575,0.72,0
674,38,6343,661,2,5,3,0.48,2013,1,Single,Neutral,8998,0.9,1
675,74,2136,606,10,11,5,0.53,3697,1,Divorced,Neutral,8514,0.29,1
676,53,3064,615,12,14,2,0.91,490,0,Divorced,Negative,1618,0.93,1
677,27,8009,647,4,24,3,0.57,4350,1,Divorced,Negative,8131,0.83,1
678,54,5543,693,7,7,4,0.74,2428,1,Single,Negative,3517,0.98,1
679,26,2007,674,7,3,2,0.33,4987,0,Married,Positive,4841,0.89,1
680,41,6445,716,3,14,2,0.5,541,0,Married,Positive,2158,0.35,1
681,52,6352,635,11,27,2,0.21,1287,0,Married,Positive,8878,0.2,1
